Año;Cod_Inst;Nombre_Institución;Tipo_Institución;Clasificación1;Clasificación2;Clasificación3;Clasificación4;Clasificación5;Nombre_sede;Comuna_sede;Nombre_Región;Orden_Geográfico;Cód_Carrera;Carrera_genérica;Nombre_programa;Mención_Especialidad;Horario;Tipo_programa;Area_conocimiento;idgenerocarrera;Tipo_carrera;IngresoDirecto;Año_inicio;NombreCampus;Duración_semestres;Cód_campus;Cód_sede;Título;Grado_académico;Máximo_puntaje_psu_prom_math_leng;Promedio_pje_psu_prom_math_leng;Mínimo_puntaje_psu_prom_math_leng;Puntaje_corte_primerselec;Puntaje_corte_promcarrera;Puntaje_corte_ultselec;Máximo_pje_nem;Promedio_pje_nem;Mínimo_pje_nem;Máximo_pje_ranking;Promedio_pje_ranking;Mínimo_pje_ranking;Número_alumnos_ingreso_psu;Número_alumnos_otro_ingreso;Valor_matricula;Valor_arancel;Valor_título;Vacantes;Matrícula_primer_año_hombres;Matrícula_primer_año_mujeres;Matrícula_primer_año_extranjero;Matrícula_primer_año;Matrícula_total_hombres;Matrícula_total_mujeres;Matrícula_total_extranjero;Matrícula_total;Matrícula_total_cohorte_año_anterior;Cód_sies;Pregado_postgrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;31491;Educación Parvularia;Pedagogía en Educación Parvularia;;Diurno;Programa Regular;Educación;1007002;Profesional con Licenciatura;Ingreso Directo;2015;Juan Gómez Millas;10;1001001007;1001001;Educador(a) de Párvulos;Licenciado(a) en Educación;685;534;461;730;649;621;802;684;597;850;735;600;31;3;144000;3493700;75000;30;0;34;0;34;1;146;0;147;;I70S1C862J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;31490;Pedagogía Básica y menciones;Pedagogía en Educación Básica;Lenguaje y Comunicación, Matemática, Ciencias Naturales, Ciencias Sociales, Artes Integradas;Diurno;Programa Regular;Educación;1007004;Profesional con Licenciatura;Ingreso Directo;2015;Juan Gómez Millas;10;1001001007;1001001;Profesor(a) de Educación Básica con Mención;Licenciado(a) en Educación;713;615;493;721;666;638;756;674;565;850;723;565;30;14;144000;3068900;75000;30;7;37;1;44;39;171;1;210;;I70S1C861J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;31492;Pedagogía en Biología, Química y similares;Pedagogía en Educación Media en Biología y Química;;Diurno;Programa Regular;Educación;1007018;Profesional con Licenciatura;Ingreso Directo;2015;Juan Gómez Millas;10;1001001007;1001001;Profesor(a) de Educación Media en Biología y Química;Licenciado(a) en Ciencias Naturales, Licenciado(a) en Educación Media con M/ Ciencias Naturales;698;603;508;736;640;603;771;666;565;850;703;564;44;;144000;3993900;75000;45;17;27;0;44;63;109;1;172;;I70S1C863J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;7765;Pedagogía en Matemáticas;Pedagogía en Educación Media en Matemática y Física;;Diurno;Programa Regular;Educación;1007008;Profesional con Licenciatura;Ingreso Directo;2005;Juan Gómez Millas;10;1001001007;1001001;Profesor de Ed. Media en Matemáticas y Física;Licenciado en Ciencias Exactas y Educación;786;668;592;759;678;642;830;679;528;850;720;528;65;4;144000;3993900;75000;63;46;23;1;69;183;106;1;289;;I70S1C442J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7409;Pedagogía en Música;Teoría de la Música;;Diurno;Programa Regular;Educación;1007006;Profesional con Licenciatura;Ingreso Directo;1982;Andrés Bello;10;1001001002;1001001;Profesor de Esp. en Teoría General de la Música;Licenciado en Artes M/Teoría de la Música;740;645;512;783;700;668;767;710;630;850;769;695;18;5;144000;3388400;50000;18;14;9;0;23;78;35;1;113;;I70S1C73J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;7466;Pedagogías para licenciados y/o programas especiales;Pedagogía en Educación Media en Asignaturas Científico-Humanistas (P.E.);;Diurno;Programa Especial;Educación;1007029;Profesional con Licenciatura;No es Ingreso Directo;1994;Juan Gómez Millas;3;1001001007;1001001;Profesor de Educación Media M/Asignaturas Científico Humanista Con Mención;Licenciado en Educación Media Con Mención;;;;;;;;;;;;;;89;144000;2890200;50000;;30;59;0;89;67;98;1;165;;I70S1C185J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;7433;Filosofía;Licenciatura en Filosofía;;Diurno;Programa Regular;Humanidades;1006006;Licenciatura;Ingreso Directo;1947;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Filosofía;764;605;470;783;643;600;792;622;424;850;648;431;56;7;144000;3068900;50000;80;43;20;1;63;193;79;1;272;;I70S1C81J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7403;Geografía;Geografía;;Diurno;Programa Regular;Humanidades;1006007;Profesional con Licenciatura;Ingreso Directo;1945;Andrés Bello;10;1001001002;1001001;Geógrafo;Licenciado en Geografía;689;611;461;741;640;600;756;638;506;850;662;506;35;7;144000;3382300;75000;60;19;23;1;42;151;168;2;319;;I70S1C43J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;7434;Historia;Licenciatura en Historia;;Diurno;Programa Regular;Humanidades;1006001;Licenciatura;Ingreso Directo;1842;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Historia;737;617;452;778;670;621;771;638;488;850;671;488;88;4;144000;3068900;50000;90;53;39;0;92;220;143;1;363;;I70S1C82J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;7453;Literatura y/o letras;Licenciatura en Lingüística y Literatura;Literatura, Lingüística;Diurno;Programa Regular;Humanidades;1006012;Licenciatura;Ingreso Directo;1961;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Lengua y Lit. Hispánica Con Mención;751;619;476;791;664;601;777;647;523;850;681;523;100;1;144000;3068900;50000;100;24;77;0;101;160;258;1;418;;I70S1C83J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;7452;Literatura y/o letras;Licenciatura en Lingüística y Literatura Inglesas;;Diurno;Programa Regular;Humanidades;1006012;Licenciatura;Ingreso Directo;1961;Juan Gómez Millas;8;1001001007;1001001;;Licenciado en Lengua y Literatura Inglesas;705;605;513;764;645;608;824;621;446;850;651;446;78;;144000;3068900;50000;78;31;47;1;78;110;221;6;331;;I70S1C84J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7435;Enfermería;Enfermería;;Diurno;Programa Regular;Salud;1009001;Profesional con Licenciatura;Ingreso Directo;1906;Eloisa Díaz;10;1001001005;1001001;Enfermero(a);Licenciado en Enfermería;745;664;592;764;691;672;792;714;601;850;761;600;111;20;144000;4255700;75000;97;26;105;0;131;118;443;1;561;;I70S1C41J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7436;Fonoaudiología;Fonoaudiología;;Diurno;Programa Regular;Salud;1009002;Profesional con Licenciatura;Ingreso Directo;1955;Eloisa Díaz;10;1001001005;1001001;Fonoaudiólogo(a);Licenciado en Fonoaudiología;692;611;532;687;637;601;782;666;559;850;708;558;39;1;144000;4389800;75000;45;5;35;0;40;30;230;4;260;;I70S1C42J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7437;Kinesiología;Kinesiología;;Diurno;Programa Regular;Salud;1009010;Profesional con Licenciatura;Ingreso Directo;1935;Eloisa Díaz;10;1001001005;1001001;Kinesiólogo (a);Licenciado en Kinesiología;724;647;578;745;680;657;792;697;612;850;744;626;42;14;144000;4374700;75000;42;29;27;0;56;157;156;2;313;;I70S1C66J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7438;Medicina;Medicina;;Diurno;Programa Regular;Salud;1009003;Profesional con Licenciatura;Ingreso Directo;1842;Eloisa Díaz;14;1001001005;1001001;Médico Cirujano;Licenciado en Medicina;818;757;695;825;789;777;835;786;687;850;827;755;191;30;144000;6307200;75000;190;114;107;3;221;831;708;21;1539;;I70S1C158J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7439;Nutrición y Dietética;Nutrición y Dietética;;Diurno;Programa Regular;Salud;1009004;Profesional con Licenciatura;Ingreso Directo;1939;Eloisa Díaz;10;1001001005;1001001;Nutricionista;Licenciado en Nutrición y Dietética;726;641;538;771;664;638;782;684;506;850;727;506;53;8;144000;4255700;75000;46;16;45;1;61;52;232;5;284;;I70S1C159J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7440;Obstetricia y Puericultura;Obstetricia y Puericultura;;Diurno;Programa Regular;Salud;1009014;Profesional con Licenciatura;Ingreso Directo;1934;Eloisa Díaz;10;1001001005;1001001;Matrón(a);Licenciado en Obstetricia y Puericultura;728;675;612;751;709;692;820;737;644;850;787;678;85;19;144000;4255700;75000;85;5;99;1;104;35;475;3;510;;I70S1C160J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7443;Odontología;Odontología;;Diurno;Programa Regular;Salud;1009005;Profesional con Licenciatura;Ingreso Directo;1888;Eloisa Díaz;12;1001001005;1001001;Cirujano Dentista;Licenciado en Odontología;766;676;595;750;706;690;830;722;612;850;764;646;99;23;144000;6199800;75000;100;47;75;2;122;307;472;14;779;;I70S1C161J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7426;Química y Farmacia;Química y Farmacia;;Diurno;Programa Regular;Salud;1009006;Profesional con Licenciatura;Ingreso Directo;1833;Eloisa Díaz;12;1001001005;1001001;Químico Farmacéutico;Licenciado en Farmacia;775;655;576;790;688;661;820;706;555;850;749;554;139;16;144000;4373100;75000;139;82;73;1;155;481;485;9;966;;I70S1C177J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7441;Tecnología Médica;Tecnología Médica;;Diurno;Programa Regular;Salud;1009007;Profesional con Licenciatura;Ingreso Directo;1960;Eloisa Díaz;10;1001001005;1001001;Tecnólogo Médico Con Menciones;Licenciado en Tecnología Médica;774;690;615;763;724;706;813;736;601;850;790;621;87;18;144000;4635000;75000;86;48;57;0;105;211;268;5;479;;I70S1C180J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7442;Terapia Ocupacional;Terapia Ocupacional;;Diurno;Programa Regular;Salud;1009012;Profesional con Licenciatura;Ingreso Directo;1963;Eloisa Díaz;10;1001001005;1001001;Terapeuta Ocupacional;Licenciado en Ciencias de la Ocupación Humana;757;655;563;758;676;644;809;711;587;850;748;639;65;13;144000;4255700;75000;55;10;68;0;78;39;297;2;336;;I70S1C181J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;La Pintana;Región Metropolitana;7;7458;Ingeniería Ambiental;Ingeniería en Recursos Naturales Renovables;;Diurno;Programa Regular;Tecnología;1003009;Profesional con Licenciatura;Ingreso Directo;1996;Sur;10;1001001001;1001001;Ingeniero en Recursos Naturales Renovables;Licenciatura en Ciencias de los Recursos Naturales Renovables;752;666;564;788;697;660;820;709;591;850;749;609;67;13;144000;4611600;75000;60;42;38;1;80;176;242;1;418;;I70S1C63J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7445;Ingeniería Civil Eléctrica y similares;Ingeniería Civil Eléctrica;;Diurno;Programa Regular;Tecnología;1008001;Profesional con Licenciatura;No es Ingreso Directo;1912;Beaucheff;12;1001001003;1001001;Ingeniero Civil Electricista;Licenciado en Ciencias de la Ingeniería M/Eléctrica;;;;;;;;;;;;;;;;;75000;;;;;0;405;69;4;474;;I70S1C49J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7460;Ingeniería Civil en Biotecnología y similares;Ingeniería Civil en Biotecnología;;Diurno;Programa Regular;Tecnología;1008025;Profesional con Licenciatura;No es Ingreso Directo;1996;Beaucheff;12;1001001003;1001001;Ingeniero Civil en Biotecnología;Licenciado en Ciencias de la Ingeniería M/Biotecnología;;;;;;;;;;;;;;;;;75000;;;;;0;37;44;1;81;;I70S1C50J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7423;Ingeniería Civil en Computación y/o Informática;Ingeniería Civil en Computación;;Diurno;Programa Regular;Tecnología;1008005;Profesional con Licenciatura;No es Ingreso Directo;1966;Beaucheff;12;1001001003;1001001;Ingeniero Civil en Computación;Licenciado en Ciencias de la Ingeniería M/Computación;;;;;;;;;;;;;;;;;75000;;;;;0;306;61;1;367;;I70S1C51J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7449;Ingeniería Civil en Minas;Ingeniería Civil en Minas;;Diurno;Programa Regular;Tecnología;1008002;Profesional con Licenciatura;No es Ingreso Directo;1853;Beaucheff;12;1001001003;1001001;Ingeniero Civil de Minas;Licenciado en Ciencias de la Ing. M/Minas y Metalúrgica Extractiva;;;;;;;;;;;;;;;;;75000;;;;;0;78;15;3;93;;I70S1C53J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7422;Ingeniería Civil en Obras Civiles y similares;Ingeniería Civil;;Diurno;Programa Regular;Tecnología;1008003;Profesional con Licenciatura;No es Ingreso Directo;1853;Beaucheff;12;1001001003;1001001;Ingeniero Civil;Licenciado en Ciencias de la Ingeniería M/Civil;;;;;;;;;;;;;;;;;75000;;;;;0;318;115;4;433;;I70S1C48J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7446;Ingeniería Civil Industrial;Ingeniería Civil Industrial;;Diurno;Programa Regular;Tecnología;1008004;Profesional con Licenciatura;No es Ingreso Directo;1935;Beaucheff;12;1001001003;1001001;Ingeniero Civil Industrial;Licenciado en Ciencias de la Ingeniería M/Industrial;;;;;;;;;;;;;;;;;75000;;;;;0;443;203;5;646;;I70S1C54J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7447;Ingeniería Civil Matemática;Ingeniería Civil Matemática;;Diurno;Programa Regular;Tecnología;1003010;Profesional con Licenciatura;No es Ingreso Directo;1965;Beaucheff;12;1001001003;1001001;Ingeniero Civil Matemático;Licenciado en Ciencias de la Ingeniería M/Matemáticas;;;;;;;;;;;;;;;;;75000;;;;;0;126;13;1;139;;I70S1C55J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7448;Ingeniería Civil Mecánica;Ingeniería Civil Mecánica;;Diurno;Programa Regular;Tecnología;1008006;Profesional con Licenciatura;No es Ingreso Directo;1853;Beaucheff;12;1001001003;1001001;Ingeniero Civil Mecánico;Licenciado en Ciencias de la Ingeniería M/Mecánica;;;;;;;;;;;;;;;;;75000;;;;;0;228;54;6;282;;I70S1C56J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7421;Ingeniería Civil Plan Común;Ingeniería y Ciencias Plan Común;Minas, Eléctrica, Industrial, Matemáticas, Química, Civil, Computación, Materiales, Biotecnología, Mecánica, Geología, Astronomía, Geofísica, Física;Diurno;Programa Regular;Tecnología;1008032;Plan Común o Ciclo Básico;Ingreso Directo;1945;Beaucheff;12;1001001003;1001001;Ingeniero;;820;717;637;827;745;719;835;744;601;850;783;640;701;152;144000;5792300;0;700;606;247;10;853;1833;818;33;2651;;I70S1C64J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7450;Ingeniería Civil Química;Ingeniería Civil Química;;Diurno;Programa Regular;Tecnología;1008007;Profesional con Licenciatura;No es Ingreso Directo;1963;Beaucheff;12;1001001003;1001001;Ingeniero Civil Químico;Licenciado en Ciencias de la Ingeniería M/Química;;;;;;;;;;;;;;;;;75000;;;;;0;78;54;2;132;;I70S1C57J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Santiago;Región Metropolitana;7;7424;Ingeniería en Alimentos y similares;Ingeniería en Alimentos;;Diurno;Programa Regular;Tecnología;1001003;Profesional con Licenciatura;Ingreso Directo;1971;Eloisa Díaz;12;1001001005;1001001;Ingeniero en Alimentos;Licenciado en Ciencias de los Alimentos;719;625;540;696;642;605;771;650;491;845;683;492;36;2;144000;4273400;75000;34;19;19;1;38;71;140;2;211;;I70S1C61J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;7416;Ingeniería en Biotecnología y similares;Ingeniería en Biotecnología Molecular;;Diurno;Programa Regular;Tecnología;1008008;Profesional con Licenciatura;Ingreso Directo;1995;Juan Gómez Millas;10;1001001007;1001001;Ingeniero en Biotecnología Molecular;Licenciado en Ingeniería en Biotecnología Molecular;807;708;634;811;750;727;830;763;665;850;810;707;35;10;144000;3853000;75000;35;22;23;1;45;130;133;7;263;;I70S1C62J1V1;Pregrado
2020;1001;U. DE CHILE;Univ.;(a) Universidades CRUCH;(a) Universidades Estatales CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Ñuñoa;Región Metropolitana;7;33615;Ingeniería en Sonido y similares;Ingeniería en Sonido;Señales y Sistemas Sonoros, Diseño y Producción Sonora;Diurno;Programa Regular;Tecnología;1008058;Profesional con Licenciatura;Ingreso Directo;2016;Juan Gómez Millas;10;1001001007;1001001;Ingeniero(a) en Sonido, Ingeniero(a) en Sonido Con Mención;Licenciado(a) en Artes, Mención Sonido;769;677;602;758;694;662;788;704;623;835;747;651;24;8;144000;3892200;75000;24;29;3;2;32;116;15;5;131;;I70S1C873J1V1;Pregrado
2020;1002;PONTIFICIA U. CATÓLICA DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Macul;Región Metropolitana;7;1178;Ingeniería Comercial;Ingeniería Comercial;Administración de Empresas, Economía;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1924;San Joaquín;10;1002001001;1002001;Ingeniero Comercial;Licenciado;811;705;599;815;745;717;835;754;640;850;780;640;418;34;133850;6366000;0;418;236;216;8;452;1244;1129;34;2373;;I86S5C57J1V1;Pregrado
2020;1002;PONTIFICIA U. CATÓLICA DE CHILE;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Santiago;Macul;Región Metropolitana;7;1265;Agronomía;Agronomía e Ingeniería Forestal;Agrónomo - Ingeniero Forestal;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001001;Profesional con Licenciatura;Ingreso Directo;1904;San Joaquín;10;1002001001;1002001;Ingeniero Agrónomo - Forestal;Licenciado en Ciencias de la Agricultura y los Recursos Naturales;745;625;479;743;646;601;792;659;506;850;684;506;213;21;133850;5442000;0;230;120;114;2;234;699;637;9;1336;;I86S5C3J1V1;Pregrado
